column,USEFUL,type
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_estrogen_receptor_level_cell_percent_category,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_estrogen_receptor_status,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_fluorescence_in_situ_hybridization_diagnostic_proc_centromere_17_signal_result_range,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_her2_erbb_method_calculation_method_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_her2_erbb_pos_finding_cell_percent_category,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_her2_erbb_pos_finding_fluorescence_in_situ_hybridization_calculation_method_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_her2_neu_chromosone_17_signal_ratio_value,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_immunohistochemistry_er_pos_cell_score,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_immunohistochemistry_er_positive_finding_scale_type,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_immunohistochemistry_pr_pos_cell_score,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_immunohistochemistry_progesterone_receptor_positive_finding_scale_type,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_lab_proc_her2_neu_immunohistochemistry_receptor_status,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_lab_proc_her2_neu_in_situ_hybridization_outcome_type,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_pos_finding_her2_erbb2_other_measure_scale_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_pos_finding_other_scale_measurement_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_pos_finding_progesterone_receptor_other_measure_scale_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_progesterone_receptor_detection_method_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_progesterone_receptor_level_cell_percent_category,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.metastatic_breast_carcinoma_progesterone_receptor_status,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.new_neoplasm_event_occurrence_anatomic_site,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.new_neoplasm_event_type,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.new_neoplasm_occurrence_anatomic_site_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.new_tumor_event_additional_surgery_procedure,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event-4.pos_finding_metastatic_breast_carcinoma_estrogen_receptor_other_measuremenet_scale_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.additional_pharmaceutical_therapy,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.additional_radiation_therapy,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.days_to_new_tumor_event_additional_surgery_procedure,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.days_to_new_tumor_event_after_initial_treatment,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.her2_neu_and_centromere_17_copy_number_metastatic_breast_carcinoma_analysis_input_total_number_count,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.her2_neu_metastatic_breast_carcinoma_copy_analysis_input_total_number,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_erbb2_immunohistochemistry_level_result,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_estrogen_receptor_detection_method_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_estrogen_receptor_level_cell_percent_category,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_estrogen_receptor_status,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_fluorescence_in_situ_hybridization_diagnostic_proc_centromere_17_signal_result_range,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_her2_erbb_method_calculation_method_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_her2_erbb_pos_finding_cell_percent_category,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_her2_erbb_pos_finding_fluorescence_in_situ_hybridization_calculation_method_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_her2_neu_chromosone_17_signal_ratio_value,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_immunohistochemistry_er_pos_cell_score,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_immunohistochemistry_er_positive_finding_scale_type,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_immunohistochemistry_pr_pos_cell_score,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_immunohistochemistry_progesterone_receptor_positive_finding_scale_type,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_lab_proc_her2_neu_immunohistochemistry_receptor_status,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_lab_proc_her2_neu_in_situ_hybridization_outcome_type,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_pos_finding_her2_erbb2_other_measure_scale_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_pos_finding_other_scale_measurement_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_pos_finding_progesterone_receptor_other_measure_scale_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_progesterone_receptor_detection_method_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_progesterone_receptor_level_cell_percent_category,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_progesterone_receptor_status,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.new_neoplasm_event_occurrence_anatomic_site,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.new_neoplasm_event_type,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.new_neoplasm_occurrence_anatomic_site_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.new_tumor_event_additional_surgery_procedure,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.pos_finding_metastatic_breast_carcinoma_estrogen_receptor_other_measuremenet_scale_text,N,
patient.follow_ups.follow_up.new_tumor_events.new_tumor_event_after_initial_treatment,N,
patient.follow_ups.follow_up.person_neoplasm_cancer_status,Y,nominal
patient.follow_ups.follow_up.pgr_detection_method_text,N,
patient.follow_ups.follow_up.pos_finding_her2_erbb2_other_measurement_scale_text,N,
patient.follow_ups.follow_up.pos_finding_metastatic_breast_carcinoma_estrogen_receptor_other_measuremenet_scale_text,N,
patient.follow_ups.follow_up.pos_finding_progesterone_receptor_other_measurement_scale_text,N,
patient.follow_ups.follow_up.positive_finding_estrogen_receptor_other_measurement_scale_text,N,
patient.follow_ups.follow_up.postoperative_rx_tx,N,
patient.follow_ups.follow_up.progesterone_receptor_level_cell_percent_category,N,
patient.follow_ups.follow_up.radiation_therapy,N,
patient.follow_ups.follow_up.targeted_molecular_therapy,N,
patient.follow_ups.follow_up.vital_status,N,
patient.follow_ups.follow_up.year_of_form_completion,N,
patient.gender,Y,nominal
patient.her2_and_centromere_17_positive_finding_other_measurement_scale_text,N,
patient.her2_erbb_method_calculation_method_text,N,
patient.her2_erbb_pos_finding_cell_percent_category,N,
patient.her2_erbb_pos_finding_fluorescence_in_situ_hybridization_calculation_method_text,N,
patient.her2_immunohistochemistry_level_result,Y,nominal
patient.her2_neu_and_centromere_17_copy_number_analysis_input_total_number_count,N,
patient.her2_neu_and_centromere_17_copy_number_metastatic_breast_carcinoma_analysis_input_total_number_count,N,
patient.her2_neu_breast_carcinoma_copy_analysis_input_total_number,N,
patient.her2_neu_chromosone_17_signal_ratio_value,N,
patient.her2_neu_metastatic_breast_carcinoma_copy_analysis_input_total_number,N,
patient.histological_type,Y,nominal
patient.histological_type_other,N,
patient.history_of_neoadjuvant_treatment,Y,nominal
patient.icd_10,N,
patient.icd_o_3_histology,N,
patient.icd_o_3_site,N,
patient.immunohistochemistry_positive_cell_score,N,
patient.informed_consent_verified,N,
patient.init_pathology_dx_method_other,N,
patient.tissue_prospective_collection_indicator,N,
patient.tissue_retrospective_collection_indicator,N,
patient.tissue_source_site,Y,nominal
patient.tumor_tissue_site,N,
patient.tumor_tissue_site_other,N,
patient.vital_status,Y,nominal
patient.year_of_form_completion,Y,continuos
patient.year_of_initial_pathologic_diagnosis,Y,continuos
patient.bcr_canonical_check.bcr_patient_canonical_reasons.bcr_canonical_reason,N,
patient.bcr_canonical_check.bcr_patient_canonical_reasons.bcr_canonical_reason-2,N,
patient.bcr_canonical_check.bcr_patient_canonical_reasons.bcr_canonical_reason-3,N,
patient.bcr_canonical_check.bcr_patient_canonical_status,N,
patient.days_to_index,Y,continuos
patient.samples.sample-2.additional_studies,N,
patient.samples.sample-2.bcr_biospecimen_canonical_reasons.bcr_canonical_reason,N,
patient.samples.sample-2.bcr_sample_barcode,N,
patient.samples.sample-2.bcr_sample_uuid,N,
patient.samples.sample-2.biospecimen_sequence,N,
patient.samples.sample-2.composition,N,
patient.samples.sample-2.current_weight,N,
patient.samples.sample-2.days_to_collection,N,
patient.samples.sample-2.days_to_sample_procurement,N,
patient.samples.sample-2.diagnostic_slides.additional_studies,N,
patient.samples.sample-2.freezing_method,N,
patient.samples.sample-2.initial_weight,N,COCO
patient.samples.sample-2.intermediate_dimension,N,
patient.samples.sample-2.is_ffpe,N,
patient.samples.sample-2.longest_dimension,N,
patient.samples.sample-2.method_of_sample_procurement,N,
patient.samples.sample-2.oct_embedded,N,
patient.samples.sample-2.other_method_of_sample_procurement,N,
patient.samples.sample-2.pathology_report_file_name,N,
patient.samples.sample-2.pathology_report_uuid,N,
patient.samples.sample-2.portions.portion-2.additional_studies,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.a260_a280_ratio,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.additional_studies,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot-2.additional_studies,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot-2.bcr_aliquot_barcode,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot-2.bcr_aliquot_uuid,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot-2.biospecimen_barcode_bottom,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot-2.center_id,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot-2.concentration,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot-2.day_of_shipment,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot-2.is_derived_from_ffpe,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot-2.month_of_shipment,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot-2.plate_column,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot-2.plate_id,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot-2.plate_row,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot-2.quantity,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot-2.source_center,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot-2.volume,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot-2.year_of_shipment,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot.additional_studies,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot.bcr_aliquot_barcode,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot.bcr_aliquot_uuid,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot.biospecimen_barcode_bottom,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot.center_id,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot.concentration,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot.day_of_shipment,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot.is_derived_from_ffpe,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot.month_of_shipment,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot.plate_column,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot.plate_id,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot.plate_row,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot.quantity,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot.source_center,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot.volume,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.aliquots.aliquot.year_of_shipment,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.analyte_type,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.analyte_type_id,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.bcr_analyte_barcode,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.bcr_analyte_uuid,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.concentration,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.dna.normal_tumor_genotype_match,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.dna.pcr_amplification_successful,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.gel_image_file,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.is_derived_from_ffpe,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.protocols.protocol.experimental_protocol_type,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.protocols.protocol.protocol_file_name,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.protocols.protocol.protocol_name,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.spectrophotometer_method,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.subportion_sequence,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte-2.well_number,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte.a260_a280_ratio,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte.additional_studies,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte.aliquots.aliquot-2.additional_studies,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte.aliquots.aliquot-2.additional_studies.additional_study.disease_code,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte.aliquots.aliquot-2.additional_studies.additional_study.project_code,N,
patient.samples.sample-2.portions.portion-2.analytes.analyte.aliquots.aliquot-2.bcr_aliquot_barcode,N,
